date,pm2_5,pm10,o3,no2,so2,co,temp,pressure,humidity,wind_speed,clouds
2022-09-30,63.80458333333330,72.50875,4.127083333333330,28.76125,44.9625,827.9279166666670,283.93,1011,88,1.03,75
2022-10-01,58.78916666666670,64.92625,12.702500000000000,22.42333333333330,42.08625000000000,743.3695833333330,284.4,1004,90,2.57,100
2022-10-02,4.692916666666670,5.5625,36.86625,9.239166666666670,6.861666666666670,227.53000000000000,283.21,1006,92,5.14,0
2022-10-03,2.6558333333333300,3.4133333333333300,47.1325,6.505000000000000,5.8620833333333300,204.23541666666700,283.16,1009,87,5.14,0
2022-10-04,5.2633333333333300,6.8187500000000000,41.716250000000000,9.508750000000000,9.188750000000000,226.62666666666700,282.24,1018,88,3.09,0
2022-10-05,10.123333333333300,13.628750000000000,34.825000000000000,16.54,14.33458333333330,267.16708333333300,286.13,1017,83,1.54,0
2022-10-06,12.425416666666700,15.164166666666700,53.84500000000000,12.893750000000000,12.782916666666700,257.57125,284.02,1026,86,1.54,0
2022-10-07,20.497916666666700,25.047083333333300,31.548750000000000,18.977500000000000,22.942916666666700,362.78250000000000,285.54,1018,84,2.68,0
2022-10-08,18.900833333333300,21.691666666666700,40.84458333333330,12.587916666666700,10.088750000000000,261.1879166666670,286.44,1015,90,3.09,0
2022-10-09,16.728333333333300,21.04791666666670,27.81125,13.355000000000000,22.724166666666700,355.62000000000000,280.01,1024,91,0.0,1
2022-10-10,19.96625,25.08333333333330,26.359583333333300,15.89125,34.16375000000000,375.3708333333330,282.44,1017,82,5.14,0
2022-10-11,12.226250000000000,15.52375,29.688333333333300,17.653750000000000,16.71666666666670,292.8958333333330,281.2,1022,82,2.06,0
2022-10-12,43.55125,56.120416666666700,13.105416666666700,24.84,66.68208333333330,656.585,282.36,1024,84,1.54,20
2022-10-13,41.719166666666700,52.43833333333330,23.38875,26.207083333333300,64.97875000000000,581.4829166666670,281.15,1018,82,2.06,0
2022-10-14,16.42375,20.53625,16.995416666666700,20.755416666666700,19.97041666666670,332.39500000000000,284.33,1013,89,3.09,17
2022-10-15,13.939166666666700,16.059583333333300,37.52166666666670,12.452083333333300,10.536666666666700,280.93708333333300,287.16,1014,81,2.57,0
2022-10-16,11.789583333333300,13.756666666666700,44.76291666666670,12.51625,11.227916666666700,247.69750000000000,287.99,1021,88,1.54,0
2022-10-17,27.285000000000000,31.420833333333300,36.504583333333300,17.078333333333300,21.71666666666670,342.27,288.13,1023,84,3.09,0
2022-10-18,15.750000000000000,18.342916666666700,39.52958333333330,17.00708333333330,15.865000000000000,284.4129166666670,285.9,1018,95,3.6,75
2022-10-19,4.656666666666670,5.837083333333340,38.07833333333330,9.592916666666670,8.503750000000000,228.9920833333330,278.62,1023,88,3.6,0
2022-10-20,52.814166666666700,61.731250000000000,21.330416666666700,34.70875,105.66916666666700,803.7287500000000,277.87,1022,87,2.06,0
2022-10-21,10.422083333333300,13.657083333333300,35.14958333333330,19.792916666666700,15.29875,286.9170833333330,281.4,1011,85,3.6,0
2022-10-22,13.234166666666700,15.012083333333300,20.65625,17.963333333333300,12.889166666666700,298.04375000000000,285.26,1011,95,4.12,75
2022-10-23,16.41125,18.926666666666700,14.87166666666670,13.290833333333300,17.895416666666700,383.29750000000000,283.38,1014,95,1.03,20
2022-10-24,22.925000000000000,26.331666666666700,9.045416666666670,20.882083333333300,20.360416666666700,396.7875000000000,286.47,1010,93,2.06,95
